Taxon	22	29	30	31	33	34	35	36	39	41	42	43	45	47	49	50	59	60	61	72
Unassigned;Other;Other;Other;Other	0.0455271872102	0.0310925652898	0.0397998820172	0.0317280993361	0.0589541285376	0.108467055014	0.0128364776751	0.000577648500285	0.0158319672622	0.0594538316379	0.0307278919079	0.0949697630014	0.0583193092246	0.0680685755164	0.0264176651063	0.0257322415149	0.167727291077	0.0869929870758	0.0580456234568	0.0182178321587
k__Bacteria;Other;Other;Other;Other	0.0	0.0	6.65817084067e-07	6.08478539976e-06	0.0	1.50425139049e-06	0.0	1.20594676469e-06	7.47849185742e-07	0.0	1.44519261837e-05	4.95237466365e-06	5.26138959312e-06	7.39568885127e-06	0.0	0.0	0.0	6.84655300019e-06	0.0	1.04802578143e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.72335350115e-07	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63887526852e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.00477617247559	0.00751830934559	0.0064690787888	0.00076871122217	0.0100541775271	0.00285807764194	0.000876646816378	0.000130242250586	0.00230412334127	0.00663911965237	0.00289348207806	0.00374427037765	0.00395618916049	0.00570879945783	0.0022632563902	0.00261266986615	0.000497282379322	0.000212927798306	0.00790595981345	0.00446039772578
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75813542366e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.00057378721788	9.90729529306e-05	2.26377808583e-05	4.05652359984e-05	0.00392879800265	0.000537769872101	0.0	3.61784029406e-06	9.64725449607e-05	1.08452812181e-05	0.0256470075738	0.00467559194634	0.000207073261844	6.89143733868e-05	1.46331232125e-05	0.00607269212133	3.48648162624e-05	2.73862120008e-06	0.000320062516107	5.97374695418e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.0	0.0	0.0	4.05652359984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75813542366e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
