Taxon	22	29	30	31	33	34	35	36	39	41	42	43	45	47	49	50	59	60	61	72
Unassigned;Other	0.0455271872102	0.0310925652898	0.0397998820172	0.0317280993361	0.0589541285376	0.108467055014	0.0128364776751	0.000577648500285	0.0158319672622	0.0594538316379	0.0307278919079	0.0949697630014	0.0583193092246	0.0680685755164	0.0264176651063	0.0257322415149	0.167727291077	0.0869929870758	0.0580456234568	0.0182178321587
k__Bacteria;Other	0.0	0.0	6.65817084067e-07	6.08478539976e-06	0.0	1.50425139049e-06	0.0	1.20594676469e-06	7.47849185742e-07	0.0	1.44519261837e-05	4.95237466365e-06	5.26138959312e-06	7.39568885127e-06	0.0	0.0	0.0	6.84655300019e-06	0.0	1.04802578143e-06
k__Bacteria;p__Actinobacteria	0.045660532127	0.0618741232171	0.0574879786725	0.0105753570248	0.0624122993151	0.0734473305179	0.0117153629012	0.00256746066202	0.0160174338602	0.0134915298354	0.0744078065176	0.0342200835301	0.0334735243118	0.0618330013117	0.0156363051039	0.0181425938236	0.00671789959667	0.0344559626288	0.0799158692815	0.0110629601488
k__Bacteria;p__Bacteroidetes	0.404819004479	0.397181936243	0.346128340238	0.328495252853	0.202054670795	0.0925768954508	0.562965778306	0.283942577639	0.344492240317	0.286846842939	0.376957848893	0.180283220804	0.154936461204	0.25586831102	0.636433550175	0.314616098234	0.273063075958	0.0367481885732	0.17692806491	0.359196164226
k__Bacteria;p__Chlorobi	0.0	0.0	0.0	0.0	0.0	6.76913125722e-06	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	0.0	6.72335350115e-07	0.0	1.21746032906e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	3.75813542366e-07	6.72335350115e-07	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.0	2.04274129754e-06	1.33163416813e-05	1.62260943994e-05	4.04633438233e-05	2.93329021146e-05	4.39278361148e-05	8.4416273528e-06	1.49569837148e-06	6.14565935695e-05	4.33557785511e-05	7.97882584699e-06	0.000933332932466	0.00327326465204	8.94246418543e-05	0.0	0.00100190471996	6.16189770017e-06	2.07832802667e-06	4.19210312574e-06
k__Bacteria;p__Firmicutes	0.376442802102	0.429484825752	0.383148435929	0.550940809236	0.570066374335	0.547764870465	0.396712287953	0.330523477372	0.274532444689	0.511109183061	0.453555122227	0.510702907044	0.620568688569	0.540160943636	0.295145217489	0.287101494798	0.491303980828	0.623034269052	0.374138533033	0.591855791652
k__Bacteria;p__Fusobacteria	0.100439028037	0.0306717605825	0.113715565605	0.0311966947446	0.0123952709912	0.00837567174226	0.0128593965461	0.0766125920137	0.114154691108	0.0449392302742	0.0262694726802	0.040249874815	0.0224802265705	0.0393306094787	0.00224862326699	0.0945747532817	0.0469922673508	0.0699902573551	0.0300962681542	0.0120764010795
k__Bacteria;p__GN02	0.0	2.19594689485e-05	1.9974512522e-06	1.41978325994e-05	0.000178231395412	3.91105361528e-05	0.0	0.0	5.98279348593e-06	0.0	4.12912176677e-06	8.80422162427e-06	3.57022865248e-06	0.00011900335697	0.0	0.0	0.0	6.84655300019e-07	0.0	0.0
k__Bacteria;p__Proteobacteria	0.0258285063147	0.0142879540056	0.00651968088719	0.0447069465938	0.0848709002564	0.161599470504	0.000832718980263	0.303302846999	0.111198443277	0.013856654303	0.015464593297	0.127775668433	0.0942805312801	0.018415937575	0.00379648252236	0.206145252757	0.000572516982836	0.139505363932	0.27916309887	0.00278460450127
k__Bacteria;p__SR1	0.0	0.0249158262914	0.0430077887282	1.82543561993e-05	0.000739901144197	3.83584104576e-05	0.0015355643581	6.99449123518e-05	0.113562394553	0.0147712730191	7.43241918018e-05	0.00294748832065	0.00056071380521	0.000764109125406	1.46331232125e-05	0.0478145369633	3.6699806592e-06	0.00606878457937	9.35247612001e-05	1.04802578143e-05
k__Bacteria;p__Spirochaetes	6.66724584156e-05	0.000122564477852	0.00287899307151	0.00136907671495	0.000836242439015	0.000928123107934	0.000185260874049	0.000203805003232	0.00404287269812	0.0270409011706	0.00534824496841	0.000537607782932	0.000621595599073	0.00219450258278	0.00101293730682	0.0018602793828	0.000198178955597	0.000161578650805	0.000455153837841	0.00121675793225
k__Bacteria;p__Synergistetes	0.000200017375247	7.14959454139e-06	0.000112523087207	0.000139950064194	0.000191237470212	5.64094271435e-05	9.54952959017e-06	1.68832547056e-05	0.000100959640075	0.00162317708898	0.00014039014007	4.51216358244e-05	0.000247473217648	0.000130769225597	0.000104057765067	2.1914285923e-05	2.38548742848e-05	0.0	0.000326297500187	2.09605156287e-06
k__Bacteria;p__TM7	0.000957658948151	0.0101544669901	0.00553493741985	0.00025150446319	0.00637008641332	0.00198786821254	0.000244467957508	0.00210920089144	0.00376990774532	0.0230317622136	0.0099460220557	0.00809823310277	0.0129937532273	0.00941840975209	0.0189076210932	0.00347463177912	0.0123054451503	0.00296113417258	0.000683769920774	0.00347525349124
k__Bacteria;p__Tenericutes	5.85909483046e-05	0.00018282534613	0.00164989473432	0.000541545900579	0.000890193564112	0.00468123032721	5.92070834591e-05	6.1503284999e-05	0.00228841850837	0.00377415786391	0.00704634629499	0.000148296107984	0.000575182626591	0.000413822407996	0.000193482406921	0.000504028576229	8.99145261504e-05	6.77808747019e-05	0.000151717945947	9.64183718919e-05
