Taxon	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FN39	FN40	FN41	FN42	FN43	FN44	FN45	FN46	FN47	FN48	FN49	FN50	FN51	FN52	FN53	FN54	FN55	FN56	FN57	FN58	FN59	FN60
Unassigned;Other;Other;Other;Other	0.116898230909	0.0589541285376	0.0473170276636	0.0723166583539	0.0657054132763	0.0580456234568	0.0747800501021	0.0128364776751	0.0455271872102	0.0317280993361	0.0548851943904	0.031885536025	0.0257322415149	0.0594538316379	0.0312344014458	0.0264176651063	0.0849777559736	0.0294926588415	0.0570117632134	0.167727291077	0.137373255508	0.0462736777007	0.0182178321587	0.000577648500285	0.0555480718975	0.0329928038169	0.0223872727191	0.0158319672622	0.079227380638	0.0869929870758
k__Bacteria;Other;Other;Other;Other	6.85080195059e-06	0.0	1.10754849678e-05	4.99265829598e-07	0.0	0.0	0.0	0.0	0.0	6.08478539976e-06	4.29260084393e-06	0.0	0.0	0.0	1.91246641231e-06	0.0	0.0	2.9872465908e-05	0.0	0.0	0.0	2.34577839858e-05	1.04802578143e-06	1.20594676469e-06	1.53949536881e-06	9.29139198989e-07	0.0	7.47849185742e-07	0.0	6.84655300019e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31379975852e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001479792829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.00446201294545	0.0100541775271	0.00052608553597	0.00652091100037	0.00959559253292	0.00790595981345	0.00119133454734	0.000876646816378	0.00477617247559	0.00076871122217	0.00451581608781	0.000473933649289	0.00261266986615	0.00663911965237	0.0107920479647	0.0022632563902	0.00248642501143	0.00547519625143	0.00986728501653	0.000497282379322	0.00196376528836	0.00884784961428	0.00446039772578	0.000130242250586	0.00245395561789	0.00512513182162	0.00699586294346	0.00230412334127	0.00530183892552	0.000212927798306
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	9.98531659195e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.00436652989326	0.00392879800265	5.02656625462e-05	2.54625573095e-05	0.000447252194331	0.000320062516107	1.16606970376e-05	0.0	0.00057378721788	4.05652359984e-05	7.51205147687e-05	9.99860019597e-06	0.00607269212133	1.08452812181e-05	0.00176520649856	1.46331232125e-05	2.22997758873e-05	0.0530022895111	2.81922429044e-05	3.48648162624e-05	0.000787358724108	0.000101294976302	5.97374695418e-05	3.61784029406e-06	0.00523120526323	2.04410623778e-05	1.15042511404e-05	9.64725449607e-05	6.83175874432e-05	2.73862120008e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05652359984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	8.51960382138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0329887522677	0.0479066722609	0.0113374627853	0.0408434397219	0.0925532509644	0.0716503587194	0.0147974245407	0.0103726990408	0.0399327618359	0.00945169998763	0.0333942882653	0.0225328454016	0.00944018739149	0.00565400660839	0.0586323952686	0.012753579831	0.0342301559869	0.0674434930301	0.123651177379	0.00613804265252	0.0879966004629	0.0716976504897	0.00639086121519	0.00238415675378	0.0121935730687	0.021852424821	0.0436068639475	0.0131875725414	0.0536431010404	0.034232765001
