Taxon	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FN39	FN40	FN41	FN42	FN43	FN44	FN45	FN46	FN47	FN48	FN49	FN50	FN51	FN52	FN53	FN54	FN55	FN56	FN57	FN58	FN59	FN60
Unassigned;Other	0.116898230909	0.0589541285376	0.0473170276636	0.0723166583539	0.0657054132763	0.0580456234568	0.0747800501021	0.0128364776751	0.0455271872102	0.0317280993361	0.0548851943904	0.031885536025	0.0257322415149	0.0594538316379	0.0312344014458	0.0264176651063	0.0849777559736	0.0294926588415	0.0570117632134	0.167727291077	0.137373255508	0.0462736777007	0.0182178321587	0.000577648500285	0.0555480718975	0.0329928038169	0.0223872727191	0.0158319672622	0.079227380638	0.0869929870758
k__Bacteria;Other	6.85080195059e-06	0.0	1.10754849678e-05	4.99265829598e-07	0.0	0.0	0.0	0.0	0.0	6.08478539976e-06	4.29260084393e-06	0.0	0.0	0.0	1.91246641231e-06	0.0	0.0	2.9872465908e-05	0.0	0.0	0.0	2.34577839858e-05	1.04802578143e-06	1.20594676469e-06	1.53949536881e-06	9.29139198989e-07	0.0	7.47849185742e-07	0.0	6.84655300019e-06
k__Bacteria;p__Actinobacteria	0.0419988413581	0.0624122993151	0.0120113634476	0.0475940130039	0.104931463684	0.0799158692815	0.0162569551199	0.0117153629012	0.045660532127	0.0105753570248	0.0385947741877	0.0233727278181	0.0181425938236	0.0134915298354	0.0722338563929	0.0156363051039	0.0375617425045	0.128863416685	0.133581894942	0.00671789959667	0.0922494954536	0.0894487953895	0.0110629601488	0.00256746066202	0.0202358968754	0.0273938110038	0.0510450014348	0.0160174338602	0.0602245809307	0.0344559626288
k__Bacteria;p__Bacteroidetes	0.126602391872	0.202054670795	0.100216951711	0.170998546637	0.263070691259	0.17692806491	0.238422385429	0.562965778306	0.404819004479	0.328495252853	0.107514627037	0.536994820725	0.314616098234	0.286846842939	0.377532344588	0.636433550175	0.110096223533	0.20619469593	0.122201626223	0.273063075958	0.0845183275111	0.320793726109	0.359196164226	0.283942577639	0.276787411854	0.434688482855	0.430911539339	0.344492240317	0.221766114739	0.0367481885732
k__Bacteria;p__Chlorobi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93167037977e-05	0.0	1.21746032906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	1.31379975852e-06	0.0
k__Bacteria;p__Chloroflexi	0.0	0.0	0.0	9.98531659195e-07	0.0	0.0	3.88689901253e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	1.15607282916e-05	4.04633438233e-05	0.00209965636178	1.09838482511e-05	2.54120564961e-06	2.07832802667e-06	3.10951921003e-05	4.39278361148e-05	0.0	1.62260943994e-05	1.93167037977e-05	1.99972003919e-06	0.0	6.14565935695e-05	2.10371305354e-05	8.94246418543e-05	1.11498879436e-05	8.74836501593e-05	4.69870715073e-05	0.00100190471996	3.47364142989e-05	0.0035474566964	4.19210312574e-06	8.4416273528e-06	1.53949536881e-06	0.0	1.91737519006e-06	1.49569837148e-06	0.004200217828	6.16189770017e-06
k__Bacteria;p__Firmicutes	0.497546342464	0.570066374335	0.648654094287	0.624589041814	0.544913268651	0.374138533033	0.605547770961	0.396712287953	0.376442802102	0.550940809236	0.352025463708	0.356438098666	0.287101494798	0.511109183061	0.435694273119	0.295145217489	0.671154124901	0.557181234117	0.623302298373	0.491303980828	0.65336184807	0.507166886139	0.591855791652	0.330523477372	0.534354993777	0.288170664288	0.400454034445	0.274532444689	0.538386601345	0.623034269052
k__Bacteria;p__Fusobacteria	0.041896507504	0.0123952709912	0.0112995505483	0.0322410894779	0.0127898880345	0.0300962681542	0.0433913971264	0.0128593965461	0.100439028037	0.0311966947446	0.0170480642516	0.0337832703422	0.0945747532817	0.0449392302742	0.047511403081	0.00224862326699	0.00822638732481	0.0182520766698	0.0524775108129	0.0469922673508	0.00369711236188	0.0159715521056	0.0120764010795	0.0766125920137	0.0372896568234	0.137934430647	0.0351691348611	0.114154691108	0.0523490082783	0.0699902573551
k__Bacteria;p__GN02	0.0	0.000178231395412	4.68578210176e-06	0.0	2.54120564961e-06	0.0	0.0	0.0	0.0	1.41978325994e-05	0.000105168720676	0.0	0.0	0.0	1.52997312985e-05	0.0	0.0	8.53499025944e-06	0.0	0.0	3.47364142989e-06	3.8385464704e-05	0.0	0.0	2.4631925901e-05	2.78741759697e-06	2.68432526608e-05	5.98279348593e-06	0.000208894161605	6.84655300019e-07
